Brand,Fuel Type,Transmission,Condition,Price,Model,Engine_scaled,Mileage_scaled,Age_scaled
1,3,0,2,24702.88,0,1.1417782353457318,-1.1340860208179173,0.5188330934495888
0,2,1,0,92983.85,3,-0.53447256894955,0.44300462940885604,0.804943765915448
6,1,0,2,25490.2,9,-0.1852536513880329,-1.0410964877085351,0.5188330934495888
4,1,1,2,29285.99,5,1.2116220188580356,-0.6788991846578246,-0.05338825148212941
6,2,0,1,33216.92,25,-0.46462878543724684,-1.575985387602948,-0.7686649326467773
2,2,0,1,78011.12,21,1.0719344518334284,1.6624712323116098,1.0910544383813072
0,2,1,2,45622.62,23,1.5608409364195526,0.4850399028171221,-0.05338825148212941
4,3,1,1,82836.79,16,0.4433404002226975,1.294642681537735,1.2341097746142367
4,3,0,1,79561.1,15,0.8624031012965183,-1.2155172757722796,1.520220447080096
3,1,0,0,93301.59,4,1.0719344518334284,0.745487954077973,-0.4825542601809181
1,1,0,1,76877.39,0,1.2116220188580356,-0.48585546220454523,0.5188330934495888
3,0,0,2,9931.56,6,-0.3249412184126399,1.0690856136444489,0.5188330934495888
4,3,0,1,84541.72,10,-1.512285538121798,-0.19862769954909135,0.9479991021483776
0,1,1,0,94116.9,23,-0.3249412184126399,0.3628361390954457,0.23272242098372975
6,2,0,2,99400.47,7,0.6528717507596082,-0.46053191183734626,-1.3408862775784955
6,2,0,1,16900.42,9,-0.11540986787572974,-1.361110625996634,-1.6269969500443546
0,3,1,2,63260.96,3,0.8624031012965183,-0.9114185224633863,-1.3408862775784955
4,2,1,1,23948.57,10,-0.46462878543724684,-0.125808271920861,1.6632757833130254
5,0,1,0,29938.42,17,0.5131841837350013,-1.4962491950945482,1.2341097746142367
6,1,0,1,75830.51,9,-1.0932228370479775,-1.4155232681378347,-0.05338825148212941
5,1,1,2,97878.43,20,0.8624031012965183,0.19947307383355098,-1.4839416138114252
6,1,1,2,61511.27,25,0.16396526617348417,-0.6247254439351824,-0.05338825148212941
6,3,1,2,85805.52,25,-1.0233790535356742,1.1976600818610181,-0.05338825148212941
1,2,1,1,5843.96,27,-0.6741601359741569,-0.8722273135617689,1.520220447080096
1,0,0,1,8480.01,27,0.8624031012965183,-1.4311769991824286,0.5188330934495888
2,3,0,1,61688.81,14,-0.04556608436342626,0.1485984479386211,-1.6269969500443546
3,1,0,0,41953.39,8,-0.9535352700233706,-1.6210808744203677,0.6618884296825185
0,0,1,0,89526.99,24,1.6306847199318557,-0.801330473540033,0.804943765915448
0,1,1,0,33688.28,23,0.7925593177842146,1.6519140648629302,1.2341097746142367
0,1,1,2,46044.85,23,1.6306847199318557,-0.9346374650956654,-0.7686649326467773
2,3,1,2,55151.37,14,-0.2550974349003364,-0.003012942781801678,1.3771651108471663
1,1,1,2,30938.69,26,-0.04556608436342626,0.8769178630592174,0.9479991021483776
4,0,1,2,91307.01,10,1.4211533693949456,-1.2657775837337735,0.08966708475080017
5,1,0,2,49130.69,19,0.0941214826611807,0.5637408558451017,0.08966708475080017
5,2,0,1,45294.78,20,0.7227155342719114,1.4617940407224856,-1.197830941345566
4,1,1,2,85726.54,16,-0.813847702998764,-1.603129139254402,0.6618884296825185
2,3,0,1,34637.95,11,-0.1852536513880329,-1.6466660787221785,-1.3408862775784955
4,0,1,0,82659.21,15,-1.3027541875848876,-1.280737363038745,-1.3408862775784955
0,3,1,0,16615.92,2,-1.0233790535356742,-1.2080999555389402,1.6632757833130254
3,2,0,0,22364.91,6,-1.7218168886587082,-0.35988615707606614,1.2341097746142367
6,1,1,0,95329.96,9,-1.5821293216341017,0.3267847774091682,-1.197830941345566
5,3,0,0,85032.51,17,1.7005285034441595,1.6923225333733933,0.23272242098372975
1,3,1,2,41850.4,1,-0.8836914865110671,0.6527942036772822,1.3771651108471663
1,3,1,2,65653.36,0,0.5830279672473044,-0.9815304006812873,-0.05338825148212941
2,3,0,2,94582.17,14,1.2116220188580356,-1.0518811803177466,-0.6256095964138477
1,2,1,0,25126.6,26,0.23380904968578736,-0.37854322023968084,-1.3408862775784955
0,2,1,0,10605.99,3,-1.1630666205602809,-1.1330621575955238,-1.3408862775784955
5,1,1,1,56059.47,19,0.7925593177842146,-0.9370151030232236,0.3757777572166593
4,1,0,2,18546.7,10,0.3734966167103943,-1.322021803417256,-1.197830941345566
0,0,1,0,22795.31,2,0.8624031012965183,-0.8748666054239387,0.08966708475080017
2,2,1,0,89696.22,14,0.9322468848088216,0.7783767160328572,-0.33949892394798853
0,3,1,0,5703.33,23,1.7005285034441595,0.7060237149837172,-1.197830941345566
4,3,0,1,82597.9,5,0.30365283319809083,0.7279571404589911,0.3757777572166593
3,0,0,0,54110.32,13,-0.53447256894955,0.2054911143296194,-0.196443587715059
2,3,0,1,58132.97,12,0.5131841837350013,-0.5668885481279767,-0.05338825148212941
3,0,0,1,68817.96,6,-1.512285538121798,0.7621655483449602,1.0910544383813072
6,1,0,2,45987.27,9,1.4211533693949456,0.5036287084325772,0.9479991021483776
3,2,1,0,15983.13,13,-1.3027541875848876,-1.0009041681005775,-1.6269969500443546
6,0,0,1,14767.92,25,-0.6043163524618534,-1.2114331991407323,1.520220447080096
6,3,0,0,76664.41,9,1.1417782353457318,-1.4691850772492803,-1.3408862775784955
3,0,1,2,25998.34,6,0.3734966167103943,-0.8095327555772074,-0.6256095964138477
2,1,0,2,7669.66,12,-0.3249412184126399,1.599788050585075,1.2341097746142367
4,3,1,1,98063.32,16,-0.04556608436342626,-0.8003521153497458,-0.196443587715059
0,1,0,2,98137.19,24,1.2814658023703387,-0.8262217261022213,0.3757777572166593
0,1,1,2,40923.43,2,-0.53447256894955,1.4323750374657125,1.3771651108471663
4,0,1,2,7424.77,5,1.2814658023703387,1.4674707934777562,1.3771651108471663
5,1,0,0,74090.14,18,-1.4424417546094945,0.10482260705228608,-0.33949892394798853
5,3,0,0,83946.15,19,1.0020906683211253,0.2163440644869904,0.9479991021483776
6,1,1,1,16876.3,7,1.2116220188580356,-0.16209853502569693,-0.6256095964138477
6,1,1,1,17868.57,9,-1.0932228370479775,-0.16008493735498974,0.08966708475080017
2,0,1,2,83111.28,21,-0.1852536513880329,-0.402376480805396,-1.3408862775784955
1,1,1,2,92581.2,1,-1.1630666205602809,0.24409075781385398,-1.0547756051126365
3,2,1,1,80121.71,13,0.7227155342719114,0.07732619140200755,-1.6269969500443546
6,0,1,2,24070.77,22,0.16396526617348417,0.03472210509241175,0.23272242098372975
0,0,1,1,44094.52,2,0.5131841837350013,0.02770295389000304,1.2341097746142367
2,3,0,0,62080.03,12,-1.0233790535356742,0.015166317544696077,0.9479991021483776
3,3,1,2,20227.88,13,-0.9535352700233706,-1.0694119939367286,1.6632757833130254
2,3,0,2,25007.24,11,-1.5821293216341017,0.275022803388164,-1.0547756051126365
3,3,0,2,31874.18,8,-0.6043163524618534,1.6974759782594404,-1.4839416138114252
3,2,1,0,53403.76,6,0.23380904968578736,0.21208934398504412,-0.4825542601809181
4,0,1,0,53526.46,15,1.2814658023703387,1.521041592524989,-0.33949892394798853
6,1,0,2,82357.98,7,0.5830279672473044,1.5991623563936121,-0.6256095964138477
2,3,1,1,76535.97,21,-0.1852536513880329,-0.920007597273465,0.6618884296825185
2,3,1,0,91804.89,14,1.6306847199318557,-0.934648841353692,0.08966708475080017
4,3,0,2,84125.66,16,0.7925593177842146,0.8001394976377322,-1.3408862775784955
0,1,0,2,29118.37,2,1.5608409364195526,0.5431498288169659,-1.197830941345566
0,3,0,0,36473.19,23,0.0941214826611807,1.3762787091365758,0.3757777572166593
5,1,1,1,52540.21,17,-0.813847702998764,-0.2866230553847986,-0.33949892394798853
6,0,1,2,6355.76,25,-1.512285538121798,-1.489377935246485,0.5188330934495888
6,0,0,1,90870.69,9,0.7925593177842146,0.7638833633069759,1.520220447080096
1,0,1,1,9212.7,1,-1.3027541875848876,1.1658861931927402,1.0910544383813072
4,2,0,0,35631.92,15,-0.6741601359741569,1.3194770528097903,0.9479991021483776
0,1,1,2,59071.61,2,0.16396526617348417,-0.6356125228666332,0.804943765915448
3,3,0,2,54194.93,8,0.23380904968578736,-0.2769304835461402,-1.197830941345566
2,3,1,1,67173.69,12,0.3734966167103943,-0.37406097457720267,1.6632757833130254
6,3,0,0,55114.42,7,-1.1630666205602809,1.2282508396945304,-1.4839416138114252
2,3,1,0,26755.14,11,-0.39478500192494337,1.522019950715276,0.804943765915448
2,2,1,0,24102.43,12,0.4433404002226975,-1.5131770670381206,-1.0547756051126365
1,3,0,1,91188.47,26,1.6306847199318557,-0.18255304695751357,0.08966708475080017
0,2,1,1,30076.84,24,0.7925593177842146,-0.008792081859311603,-0.4825542601809181
6,1,1,2,31692.84,9,1.4909971529072488,-1.486806900932475,-0.4825542601809181
2,0,0,0,44230.53,14,0.9322468848088216,1.0351957409832244,0.23272242098372975
6,3,1,1,18246.64,22,0.3734966167103943,-0.3917283032925037,-1.197830941345566
3,0,1,0,53190.92,13,-1.0233790535356742,0.19077023644320631,1.2341097746142367
1,1,1,1,68178.02,26,0.5830279672473044,-1.0845196645960458,-0.05338825148212941
3,1,0,2,79670.05,6,0.4433404002226975,1.7017079462453335,0.804943765915448
6,3,0,0,72588.15,9,0.3734966167103943,-1.4076508975834314,1.2341097746142367
5,1,0,1,19025.42,18,-0.04556608436342626,0.617971477857877,-0.33949892394798853
6,0,0,0,48326.38,25,0.0941214826611807,1.015207655630498,-0.9117202688797068
0,3,0,1,8665.69,2,-0.53447256894955,0.35949151923562694,0.5188330934495888
2,2,1,1,6690.81,12,0.0941214826611807,1.298874649523628,0.23272242098372975
2,3,1,1,46812.39,21,-1.0233790535356742,0.46165031631444414,0.6618884296825185
3,0,0,0,29031.25,4,1.0719344518334284,-1.223605795229188,1.6632757833130254
1,3,1,1,69919.28,0,-1.0932228370479775,-1.2039134925851533,-1.4839416138114252
5,3,1,2,73802.87,19,-1.4424417546094945,-0.6888761629471478,-1.6269969500443546
4,0,1,0,90063.35,16,-0.1852536513880329,-1.676346735913563,0.6618884296825185
2,3,1,2,77264.84,12,0.5830279672473044,0.89538152983638,-0.05338825148212941
0,3,0,2,9583.19,3,-0.1852536513880329,-0.8955600187743138,-1.3408862775784955
3,0,0,0,40304.19,6,-0.7440039194864605,1.054728776014887,1.2341097746142367
3,1,1,1,30937.22,4,0.23380904968578736,-0.09890342168796537,0.6618884296825185
4,0,1,2,41682.58,10,-0.53447256894955,0.6103380087220321,1.3771651108471663
0,3,0,0,20207.19,23,1.5608409364195526,1.2009364441726773,0.5188330934495888
1,2,1,1,14281.89,0,1.4909971529072488,1.584919281344316,1.520220447080096
0,2,1,0,54493.53,24,0.02427769914887722,1.649229267968654,1.520220447080096
1,0,1,0,73436.22,26,-0.6043163524618534,-0.1247616561824143,-0.05338825148212941
0,2,0,0,71681.54,3,0.8624031012965183,-0.730376752228164,-0.33949892394798853
0,3,0,1,47839.71,23,-1.5821293216341017,1.223381801259148,-1.4839416138114252
6,3,1,2,54616.5,22,-0.04556608436342626,-0.28050262856649083,0.08966708475080017
3,0,1,2,54051.23,4,-0.53447256894955,0.9793269378146195,1.2341097746142367
0,3,1,0,70699.19,23,1.4909971529072488,0.6408718852654114,0.6618884296825185
4,1,1,0,9552.89,15,-1.6519731051464048,1.3725245439877998,0.5188330934495888
0,3,1,1,72440.13,3,0.23380904968578736,0.9018773731695653,-1.4839416138114252
2,0,1,0,60309.09,21,0.8624031012965183,0.6634878862222809,1.0910544383813072
3,1,0,0,23820.33,4,-0.04556608436342626,1.118049028190911,-1.6269969500443546
2,1,0,0,9660.59,21,-1.4424417546094945,0.6745797377982105,-1.0547756051126365
3,2,1,2,15310.14,6,1.7005285034441595,-0.21888881509445587,-0.7686649326467773
2,3,0,0,54845.68,12,0.0941214826611807,1.001499264708452,0.23272242098372975
0,0,1,2,77048.81,3,0.4433404002226975,1.6536205035669194,-0.33949892394798853
0,2,1,1,36792.44,2,-0.8836914865110671,-1.6663583813662133,-1.3408862775784955
6,2,0,1,41016.77,22,-0.04556608436342626,-1.5291948383395653,0.5188330934495888
4,3,0,2,93743.91,10,-0.2550974349003364,0.03203730819813548,-0.6256095964138477
2,3,1,2,25236.24,14,-1.4424417546094945,-0.834196482978864,0.08966708475080017
1,0,1,2,14856.2,1,-1.3725979710971912,-1.6670523331058356,0.804943765915448
6,2,0,2,37623.96,25,1.2116220188580356,0.9371892780841141,0.3757777572166593
2,0,0,0,75862.6,21,-0.8836914865110671,-0.707100928305752,0.3757777572166593
2,2,1,2,64477.34,21,-1.0233790535356742,-0.20019762315676137,-0.05338825148212941
6,2,1,2,44500.57,22,0.02427769914887722,1.6503441412552602,-0.9117202688797068
0,2,1,2,96651.49,23,0.9322468848088216,-1.453235563495995,0.23272242098372975
2,3,0,0,74824.66,11,-1.512285538121798,-0.40891782917068775,-0.05338825148212941
0,2,1,0,10876.84,3,0.30365283319809083,-0.6135767110691199,-1.197830941345566
6,2,0,0,75739.99,7,-1.3027541875848876,1.285894339115284,0.6618884296825185
0,2,1,1,7283.66,3,-1.5821293216341017,-0.8158124500078875,0.6618884296825185
3,1,0,0,66780.72,4,-1.512285538121798,1.3211266102236465,1.2341097746142367
1,3,0,2,24995.87,1,1.2116220188580356,1.1803567934025683,-0.33949892394798853
5,1,0,0,71162.01,18,-1.3027541875848876,-1.5161917754151681,0.23272242098372975
2,3,0,0,34429.06,14,-1.5821293216341017,-0.23866075154467684,0.23272242098372975
4,0,1,2,87935.6,16,-0.1852536513880329,-0.272448237883662,1.6632757833130254
1,1,0,0,37006.81,26,1.2116220188580356,-0.7181472748495751,-0.6256095964138477
5,0,0,1,63871.11,18,-0.813847702998764,0.8571686791250496,-0.33949892394798853
0,2,0,0,32163.12,3,-0.2550974349003364,1.6974987307754936,-1.0547756051126365
2,0,1,1,92136.05,12,-1.5821293216341017,0.752916650569339,0.9479991021483776
0,0,1,1,79194.62,23,-0.1852536513880329,0.5361534301306105,-1.6269969500443546
3,0,1,1,28113.77,13,0.30365283319809083,1.4881073255379982,-1.3408862775784955
6,0,1,2,95135.69,25,0.30365283319809083,-1.4280599044831417,-0.33949892394798853
2,3,1,0,38929.97,14,-0.53447256894955,-1.0149765992794746,0.5188330934495888
5,1,1,1,66927.17,19,-0.6043163524618534,0.2701537649527816,-0.196443587715059
5,3,0,1,75571.06,20,-1.3725979710971912,-1.5968039397916156,-0.7686649326467773
3,3,0,0,7175.71,13,-0.46462878543724684,1.0921452886643557,-0.6256095964138477
3,3,0,2,96101.9,13,-1.3725979710971912,-0.8297256135744123,-0.7686649326467773
2,0,1,2,37721.92,11,0.9322468848088216,-1.3897901724816784,1.0910544383813072
0,3,0,1,23028.99,24,1.6306847199318557,-1.1941299106822822,-1.0547756051126365
4,1,0,2,85817.24,10,1.7005285034441595,0.24039347395521082,-1.0547756051126365
5,3,1,0,71775.43,20,1.2814658023703387,0.40555398798530745,0.5188330934495888
5,2,0,2,13240.61,18,0.3734966167103943,-0.2873170071244208,0.23272242098372975
3,0,1,0,16119.24,8,0.7227155342719114,-0.3860629267952597,-1.6269969500443546
1,2,0,1,72943.23,26,-0.7440039194864605,1.142052932627025,-1.3408862775784955
3,1,1,0,12104.41,6,0.5131841837350013,-0.08897194843074852,1.6632757833130254
4,1,1,1,92131.67,10,-0.11540986787572974,0.26828805863642013,-0.7686649326467773
0,1,1,0,75446.31,23,-0.04556608436342626,1.1007571159904876,0.9479991021483776
0,1,0,0,36871.76,2,0.9322468848088216,-1.5491032898861055,1.520220447080096
1,3,0,2,39479.18,26,-0.7440039194864605,-1.496089927482176,-0.33949892394798853
5,0,1,0,53117.13,17,-0.6043163524618534,1.1899697314350404,-1.197830941345566
3,1,1,1,39292.09,8,1.4909971529072488,1.1890596307929129,-0.196443587715059
0,2,0,0,79429.51,24,-1.512285538121798,-0.7824117564418065,1.0910544383813072
4,1,0,1,97600.01,5,-0.04556608436342626,-0.8685641584772055,0.9479991021483776
2,0,1,1,60529.54,11,1.4909971529072488,0.7214271683517259,0.9479991021483776
6,2,0,0,47373.55,25,0.4433404002226975,0.16598137020325723,-1.3408862775784955
6,2,0,2,26163.54,22,0.16396526617348417,1.320102747001253,-0.7686649326467773
6,2,0,0,67076.17,25,-0.8836914865110671,0.41743080136507194,-0.196443587715059
5,3,1,0,70129.8,19,-0.53447256894955,1.1191183964454108,0.3757777572166593
3,1,1,2,70093.11,13,1.2814658023703387,-0.6858728308281269,-0.196443587715059
1,3,0,1,7563.58,1,0.23380904968578736,-1.1228576541456687,-0.05338825148212941
0,2,1,0,90416.6,2,0.0941214826611807,0.6458091812489534,1.3771651108471663
2,3,0,2,37120.12,14,-1.3725979710971912,-0.19225699505419852,0.9479991021483776
4,3,0,2,75695.75,15,-1.6519731051464048,0.7071727170444032,0.6618884296825185
2,3,1,1,77181.66,14,1.6306847199318557,1.3326280070885335,0.08966708475080017
4,1,1,2,66802.72,10,-0.39478500192494337,-1.7030809422760598,-0.05338825148212941
5,2,1,1,42512.32,18,0.3734966167103943,-1.6153358641169377,0.23272242098372975
3,2,0,0,62796.5,13,-1.4424417546094945,1.201869297330858,0.08966708475080017
6,1,0,2,8818.88,9,0.6528717507596082,0.05414137754380829,1.6632757833130254
3,3,1,0,77380.1,13,1.5608409364195526,0.010320031625366889,-0.6256095964138477
5,3,1,2,14460.92,17,0.30365283319809083,-0.10038233523142263,-0.4825542601809181
1,0,1,2,42691.34,1,-1.3027541875848876,0.3799460311674436,0.23272242098372975
1,0,0,0,14843.78,0,0.30365283319809083,-0.015117281322098056,-0.05338825148212941
5,0,0,2,84522.07,17,0.9322468848088216,0.8822305755576368,-0.7686649326467773
4,1,0,0,57278.73,10,-0.3249412184126399,0.03037637452625271,0.23272242098372975
0,2,1,0,70640.74,3,1.3513095858826425,0.17767616345459622,0.08966708475080017
0,0,1,1,69845.31,23,0.5131841837350013,-1.4822677739798638,0.9479991021483776
4,2,0,0,84952.59,5,1.4211533693949456,0.684238180862789,0.5188330934495888
1,2,1,1,17594.09,0,0.4433404002226975,0.9345272337058911,-0.4825542601809181
1,2,1,0,67674.17,27,-1.2329104040725845,-0.6962024731162746,1.2341097746142367
1,1,1,2,59637.74,1,-0.6741601359741569,-1.2430364439386112,1.3771651108471663
3,1,1,0,7935.23,4,-1.0233790535356742,-0.17375919950295612,-0.4825542601809181
1,1,0,2,24135.18,0,1.4211533693949456,0.21139539224542184,-1.6269969500443546
2,1,1,1,30419.3,11,0.9322468848088216,-0.558606632284616,0.08966708475080017
6,0,0,2,11892.86,25,0.6528717507596082,-0.9568325445055509,0.23272242098372975
1,3,0,0,38698.38,27,-0.6741601359741569,0.7059327049195044,1.0910544383813072
4,3,1,2,7584.24,15,-1.0932228370479775,-0.23805780986926733,-0.7686649326467773
6,3,0,1,57552.43,7,0.9322468848088216,1.128117016544447,-0.9117202688797068
3,0,0,2,25092.59,4,-0.04556608436342626,1.6154190291136155,-1.4839416138114252
4,3,1,2,32265.3,10,-0.9535352700233706,-0.4422047601565028,-1.4839416138114252
6,0,0,0,91494.8,7,0.4433404002226975,-0.32903374530794227,0.9479991021483776
4,0,0,0,52767.6,10,-1.5821293216341017,1.3421044300246865,-1.3408862775784955
3,0,0,2,30556.32,6,-0.6043163524618534,1.3400567035798996,-0.7686649326467773
2,3,0,1,61853.87,21,-0.11540986787572974,0.23850501512279615,0.9479991021483776
3,2,0,2,24158.79,4,-1.2329104040725845,0.8817413964624934,1.2341097746142367
3,3,0,1,12067.59,8,1.7005285034441595,-0.2551790781992918,0.08966708475080017
4,3,0,1,6986.1,15,-1.0233790535356742,-0.486788315362726,-0.9117202688797068
5,1,0,1,95395.26,17,-1.2329104040725845,-1.2597481669796784,1.520220447080096
0,0,1,2,73838.03,23,-1.0233790535356742,0.6157644838007177,-0.6256095964138477
1,2,1,1,80995.07,27,0.9322468848088216,-0.05279544790617851,0.23272242098372975
1,1,1,2,98187.18,26,-0.2550974349003364,1.277703433336136,0.23272242098372975
2,2,0,1,93504.73,11,0.23380904968578736,-0.6939044689949025,-1.197830941345566
2,2,0,1,75006.75,11,-1.6519731051464048,0.8193767499607032,-0.4825542601809181
1,0,0,2,70928.77,1,-1.5821293216341017,0.6083471635673782,1.520220447080096
0,3,1,0,37000.75,24,-0.1852536513880329,0.03249235851919926,1.520220447080096
1,0,1,0,14881.64,26,1.1417782353457318,0.8226986173044687,-1.4839416138114252
5,0,1,2,59503.64,20,1.3513095858826425,-1.056522693592597,0.6618884296825185
0,1,0,2,59744.06,23,-1.4424417546094945,-0.33964779404675477,-0.05338825148212941
2,0,1,0,95462.54,11,0.16396526617348417,-0.9545914216743119,0.3757777572166593
6,3,1,0,47044.23,22,1.4909971529072488,-1.3650809400479154,0.6618884296825185
4,2,0,0,70626.72,5,-0.39478500192494337,-0.06819890127418725,1.2341097746142367
5,0,1,2,59622.21,19,1.1417782353457318,0.35047014662053766,-0.33949892394798853
5,2,0,1,21792.22,17,-1.2329104040725845,0.9050172203849054,1.6632757833130254
2,0,1,2,61246.11,11,1.5608409364195526,0.0004226871422298129,0.23272242098372975
2,2,0,0,56311.09,14,0.9322468848088216,-0.6462493241214988,0.804943765915448
3,0,0,1,51921.07,6,1.5608409364195526,0.7785701124193093,-0.6256095964138477
5,1,0,2,53775.18,19,0.6528717507596082,-0.017767949442294536,-1.0547756051126365
3,2,0,0,20578.86,4,-0.46462878543724684,-1.285583648958074,-1.6269969500443546
3,0,0,2,49030.38,8,1.5608409364195526,-0.28500762674502217,-0.7686649326467773
4,0,1,1,62537.06,5,-0.7440039194864605,-0.3831278522243984,-1.3408862775784955
3,1,0,0,51497.67,13,-0.53447256894955,0.9815225556137523,-1.3408862775784955
0,1,0,2,51425.19,23,0.7227155342719114,0.22039401234445796,0.08966708475080017
1,1,0,1,12364.18,26,0.9322468848088216,-1.6219568462884155,0.5188330934495888
6,2,0,1,23123.54,25,1.4909971529072488,1.1673764829942241,1.0910544383813072
2,2,1,2,35492.41,12,-1.0233790535356742,-2.0986920807366413e-05,0.3757777572166593
0,1,0,1,44837.96,3,1.0719344518334284,-1.189647665019804,1.2341097746142367
6,3,1,0,61424.06,9,0.8624031012965183,-0.4451170822113109,1.0910544383813072
5,3,0,1,87017.78,18,-1.512285538121798,-1.6922507446347421,0.3757777572166593
5,0,0,2,20120.65,20,-0.39478500192494337,-0.3364055605091754,0.23272242098372975
5,3,1,0,6433.36,19,-0.7440039194864605,1.1113370359552204,-1.197830941345566
0,0,1,1,47677.53,3,-0.6741601359741569,-0.3338572787112183,-1.6269969500443546
0,2,1,1,46049.78,3,1.7005285034441595,-0.6195833753071617,0.3757777572166593
2,2,0,0,57430.62,12,0.5131841837350013,-0.343288196615265,0.6618884296825185
1,3,1,0,84156.07,27,0.7925593177842146,1.2139963883872076,1.520220447080096
3,2,0,1,81224.25,6,1.7005285034441595,-0.3212751373338049,-1.4839416138114252
5,1,1,0,14504.11,20,-0.39478500192494337,1.12346412701157,0.6618884296825185
4,1,1,2,93729.56,10,1.0719344518334284,0.48734928319652077,-0.4825542601809181
1,3,0,1,15489.37,1,-0.1852536513880329,1.5901864888106292,-1.3408862775784955
4,3,1,2,65284.2,15,1.2814658023703387,-1.6570639785584858,1.0910544383813072
2,0,1,1,68878.6,21,-1.0932228370479775,-1.661011540093714,1.3771651108471663
2,2,0,2,69588.36,12,1.5608409364195526,-1.3517934706728532,0.08966708475080017
2,0,0,2,30208.36,12,-0.9535352700233706,-0.09649165498632738,-0.05338825148212941
6,0,0,0,36382.78,25,-0.6043163524618534,-0.5055363885905535,-0.05338825148212941
4,1,1,1,57124.3,10,0.9322468848088216,0.7565115481057428,0.3757777572166593
1,1,1,0,23960.81,1,-0.3249412184126399,0.8457127872922691,1.2341097746142367
1,1,1,0,6929.49,26,0.3734966167103943,0.908418721534857,0.5188330934495888
0,1,1,1,58403.72,3,-0.1852536513880329,-0.5207350693140835,-1.3408862775784955
0,0,1,2,49201.46,2,0.8624031012965183,0.06180897545373287,-1.6269969500443546
5,1,0,1,67389.46,19,-0.9535352700233706,-0.4116367548390438,-1.4839416138114252
0,2,1,1,18936.55,2,-1.512285538121798,1.22514512125327,1.520220447080096
2,1,0,1,84887.86,14,-0.6741601359741569,-0.3388059509527868,-0.9117202688797068
1,1,1,0,18891.04,27,-0.04556608436342626,-1.0028153794490453,1.6632757833130254
4,1,0,1,89677.64,15,-1.1630666205602809,-1.1345296948809545,0.804943765915448
2,3,1,1,47704.51,14,-0.46462878543724684,-0.17609133239840796,-0.6256095964138477
6,2,1,1,57231.5,22,-0.3249412184126399,-0.3006386052735628,1.3771651108471663
0,2,0,2,90175.23,2,-1.512285538121798,0.41364250744221603,-1.0547756051126365
2,0,1,2,33491.74,11,0.30365283319809083,-0.33527931096454255,-1.0547756051126365
2,0,0,2,22273.56,11,1.3513095858826425,1.3684632198723057,-1.197830941345566
6,1,1,2,47346.4,9,-1.1630666205602809,-0.9693578045928313,1.3771651108471663
3,3,1,0,28214.89,6,0.3734966167103943,-0.48669730529851324,1.3771651108471663
1,0,0,0,55145.17,1,0.5830279672473044,-1.5341776393552138,-0.6256095964138477
4,0,1,1,31149.5,16,-0.2550974349003364,-1.4212910309573181,0.804943765915448
5,1,0,0,87126.51,19,0.7227155342719114,1.4636824995549003,-0.196443587715059
3,1,1,2,62695.84,8,-0.2550974349003364,1.4864463918661155,-0.6256095964138477
0,0,1,1,5022.86,2,0.02427769914887722,-0.40143225138918864,-0.7686649326467773
2,0,1,1,81520.0,12,-1.7218168886587082,0.46622357204113507,-0.05338825148212941
6,2,1,2,36370.17,22,0.7227155342719114,0.532968077883164,-1.0547756051126365
6,3,1,2,35419.76,7,0.5830279672473044,0.5085318756420394,-1.0547756051126365
1,2,1,2,41390.97,1,-1.5821293216341017,0.25702556319009173,-1.197830941345566
3,0,1,0,64874.94,13,-0.46462878543724684,-0.1301767550030732,-0.7686649326467773
5,2,0,1,46995.77,18,1.7005285034441595,-0.6938703402208227,1.2341097746142367
1,2,1,2,64720.38,0,-0.2550974349003364,1.6723458242786935,1.6632757833130254
2,0,1,1,18944.17,12,0.02427769914887722,1.1882519164730247,-0.7686649326467773
1,1,1,1,97165.62,1,1.4211533693949456,-1.4346012528484335,1.6632757833130254
4,0,0,0,74312.6,16,0.7925593177842146,0.5219444838553942,-0.05338825148212941
6,1,0,1,28769.68,22,0.30365283319809083,0.05373183225485089,-1.0547756051126365
6,0,1,2,73796.14,7,1.0719344518334284,1.3670298113609547,-1.0547756051126365
0,0,1,2,59627.42,23,1.2814658023703387,0.019455166820722142,-1.4839416138114252
0,0,1,1,15372.95,2,-0.11540986787572974,-0.7565080169152512,0.3757777572166593
5,3,0,1,21928.66,17,-0.04556608436342626,-1.0546683635342622,0.23272242098372975
2,1,1,0,8924.27,12,-0.39478500192494337,0.5369042631603657,0.5188330934495888
4,3,0,2,81877.62,16,1.6306847199318557,-1.1686357164446843,0.5188330934495888
3,0,1,2,57411.95,6,0.7227155342719114,0.05428926889815401,1.0910544383813072
1,2,0,1,35091.12,26,-1.4424417546094945,-1.05554433540231,1.6632757833130254
5,3,0,1,17002.77,19,1.2814658023703387,1.3930359372097494,-0.6256095964138477
2,1,1,1,50984.36,12,-0.04556608436342626,0.8483407028964124,-1.3408862775784955
0,0,1,2,54899.83,3,-1.512285538121798,1.380817836089187,1.520220447080096
1,3,1,1,71685.11,0,0.16396526617348417,-1.4761245946455028,-1.6269969500443546
0,2,1,0,97144.03,23,-0.2550974349003364,-0.400021595393891,-0.05338825148212941
1,3,1,0,46319.83,27,1.3513095858826425,0.9479398419192459,0.5188330934495888
3,1,1,1,43573.25,4,-1.0233790535356742,0.8298997886353029,1.2341097746142367
2,3,1,0,40143.35,14,1.1417782353457318,-1.261215704265109,1.0910544383813072
